,1,2,3,4,5,Min,Max,Avg
Cloud Energy,96404628.78795601,96405497.51384209,96402564.3481982,96403605.74929133,96403408.53096318,96402564.3481982,96405497.51384209,96403966.684613,
Proxy Energy,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,
Router Energy,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,
Mobile Energy,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,
Execution time,22715.0,28803.0,28669.0,29660.0,27413.0,22715.0,29660.0,27090.714285714286,
Delay_1,18338.925791345308,18338.92578871034,18338.92577565662,18338.925779778136,18338.92578636454,18338.92577565662,18338.925791345308,18338.92578412241,
Delay_2,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,
MOTION_VIDEO_STREAM,0.1578311020890537,0.15595238095567787,0.15595283968349177,0.15595238095556854,0.15595238280335533,0.15595238095556854,0.1578311020890537,0.15648922421882422,
DETECTED_OBJECT,0.17239490453085626,0.17361710462994923,0.18339987874838515,0.11481686003663605,0.1496675473248772,0.11481686003663605,0.18339987874838515,0.15601614772224645,
OBJECT_LOCATION,0.14908272746177448,0.15178571428243393,0.1517850330035021,0.15248342922447067,0.15178575411310444,0.14908272746177448,0.15248342922447067,0.1512126878245044,
CAMERA,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,
Cost of execution in cloud,23370612.964860182,23371844.57624406,23367686.164190587,23369162.580932084,23368882.980262313,23367686.164190587,23371844.57624406,23369674.286703408,
Total network usage,1101497.2466666666,1101497.2466666666,1101497.2466666666,1101497.2466666666,1101497.2466666666,1101497.2466666666,1101497.2466666666,1101497.2466666664,
