,1,2,3,4,5,Min,Max,Avg
Cloud Energy,80827760.47940402,80825142.98368934,80824113.67011732,80827417.90154666,80827297.76511855,80824113.67011732,80827760.47940402,80826229.5641996,
Proxy Energy,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,
Router Energy,5860219.695081883,5860219.695081883,5860219.695081883,5860219.695081883,5860219.695081883,5860219.695081883,5860219.695081883,5860219.695081883,
Mobile Energy,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,
Execution time,1695.0,1725.0,1757.0,1794.0,1755.0,1695.0,1794.0,1745.0,
Delay_1,107.43933116667182,107.43928186442473,107.43936104049182,107.43915526627968,107.44007195383682,107.43915526627968,107.44007195383682,107.43948978740306,
Delay_2,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,
MOTION_VIDEO_STREAM,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,
DETECTED_OBJECT,0.19178901495864042,0.13909289672240088,0.16791095515173993,0.09775312984485092,0.05547440946875706,0.05547440946875706,0.19178901495864042,0.1284691186533981,
OBJECT_LOCATION,0.18373801930446626,0.1966190476203988,0.159399414692926,0.1964762272308986,0.19661904600253494,0.159399414692926,0.1966190476203988,0.1841243167377928,
CAMERA,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,
Cost of execution in cloud,1286951.5657291953,1283240.6857291632,1281781.4057291276,1286465.8857291457,1286295.5657290984,1281781.4057291276,1286951.5657291953,1284781.154300579,
Total network usage,19658.906666666666,19475.24,19485.44,19645.24,19733.64,19475.24,19733.64,19601.049523809525,
