,1,2,3,4,5,Min,Max,Avg
Cloud Energy,80008157.0471925,80006644.76147856,80007101.12754983,80005978.48112121,80009736.34183551,80005978.48112121,80009736.34183551,80007618.94030489,
Proxy Energy,5462582.546097566,5462477.361017547,5462300.458837563,5462175.124667562,5462516.634667556,5462175.124667562,5462582.546097566,5462401.399436132,
Router Energy,5860219.695081883,5860219.695081883,5860219.695081883,5860219.695081883,5860219.695081883,5860219.695081883,5860219.695081883,5860219.695081883,
Mobile Energy,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,
Execution time,1431.0,1470.0,1375.0,1625.0,1398.0,1375.0,1625.0,1471.2857142857142,
Delay_1,7.407403556228288,7.407036491908621,7.407507835864573,7.407124086803051,7.408358757696561,7.407036491908621,7.408358757696561,7.407546568300896,
Delay_2,5.12000000000009,5.12000000000009,5.12000000000009,5.12000000000009,5.12000000000009,5.12000000000009,5.12000000000009,5.12000000000009,
MOTION_VIDEO_STREAM,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,
DETECTED_OBJECT,0.11116071428841678,0.11116071428841678,0.11116071428841678,0.11116071428841678,0.11116071428841678,0.11116071428841678,0.11116071428841678,0.11116071428841678,
OBJECT_LOCATION,1.5362465587808352,1.53859049956231,1.5359047671212465,1.5359078136636526,1.5359050362269047,1.5359047671212465,1.53859049956231,1.5367214202912152,
CAMERA,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,
Cost of execution in cloud,124982.1428582934,122838.1428583129,123485.14285830624,121893.54285831522,127221.1428583494,121893.54285831522,127221.1428583494,124219.25714403452,
Total network usage,11632.356666666667,11543.89,11571.09,11441.89,11826.09,11441.89,11826.09,11611.899523809523,
