,1,2,3,4,5,Min,Max,Avg
Cloud Energy,3177572.228572101,3177572.228572101,3177572.228572101,3177572.228572101,3177572.228572101,3177572.228572101,3177572.228572101,3177572.228572101,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Router Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Mobile Energy,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,
Execution time,1243.0,1139.0,1100.0,1048.0,1074.0,1048.0,1243.0,1127.857142857143,
Delay_1,667.0458731239853,667.0458731239853,667.0458731239853,667.0458731239853,667.0458731239853,667.0458731239853,667.0458731239853,667.0458731239852,
Delay_2,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999997,
MOTION_VIDEO_STREAM,0.1559523809523095,0.1559523809523095,0.1559523809523095,0.1559523809523095,0.1559523809523095,0.1559523809523095,0.1559523809523095,0.15595238095230954,
DETECTED_OBJECT,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,
OBJECT_LOCATION,0.15248325959401599,0.15248325959401599,0.15248325959401599,0.15248325959401599,0.15248325959401599,0.15248325959401599,0.15248325959401599,0.15248325959401599,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,728102.4000003275,728102.4000003275,728102.4000003275,728102.4000003275,728102.4000003275,728102.4000003275,728102.4000003275,728102.4000003274,
Total network usage,1068373.4,1068373.4,1068373.4,1068373.4,1068373.4,1068373.4,1068373.4,1068373.4000000001,
