,1,2,3,4,5,Min,Max,Avg
Cloud Energy,15138833.173782013,15132812.226789031,15137815.209438654,15135128.3563972,15143452.4019965,15132812.226789031,15143452.4019965,15137757.999598417,
Proxy Energy,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999988,
Router Energy,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999988,
Mobile Energy,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.3710000421,
Execution time,1889.0,1815.0,1825.0,1883.0,1860.0,1815.0,1889.0,1853.7142857142858,
Delay_1,106.44255092102905,106.44253648394887,106.44261192405078,106.44257379857721,106.44255582583303,106.44253648394887,106.44261192405078,106.44256819449122,
Delay_2,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.1300000000007,
MOTION_VIDEO_STREAM,0.12264607805762512,0.12263026026907158,0.12264607788704851,0.15644909128002482,0.12264607788704851,0.12263026026907158,0.15644909128002482,0.13229956241855928,
DETECTED_OBJECT,0.19978524377982057,0.1906890917723347,0.1416415549914213,0.16248276058245398,0.10302151069050734,0.10302151069050734,0.19978524377982057,0.15720384518383798,
OBJECT_LOCATION,0.10355006610122633,0.10352584225406102,0.10355006594108467,0.15106680701272418,0.10494651761868766,0.10352584225406102,0.15106680701272418,0.1173188497420813,
CAMERA,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,
Cost of execution in cloud,2578598.9299113955,2570062.9037947487,2577155.7399562746,2573346.5305810557,2585147.7091519833,2570062.9037947487,2585147.7091519833,2577074.6323345983,
Total network usage,661667.08,661667.08,661667.08,661667.08,661667.08,661667.08,661667.08,661667.08,
