,1,2,3,4,5,Min,Max,Avg
Cloud Energy,14711089.285637284,14713849.913603975,14716111.992071437,14705192.361921804,14710984.046115087,14705192.361921804,14716111.992071437,14711218.850477546,
Proxy Energy,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999988,
Router Energy,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999988,
Mobile Energy,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.3710000421,
Execution time,1800.0,1773.0,1798.0,1839.0,1811.0,1773.0,1839.0,1804.7142857142858,
Delay_1,106.38934562417678,106.38967305117498,106.38950381747783,106.38905523179423,106.38913776101049,106.38905523179423,106.38967305117498,106.3893491098005,
Delay_2,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.1300000000007,
MOTION_VIDEO_STREAM,0.07237463078752274,0.07239291435584684,0.07237463078752193,0.06641670039209537,0.06675509152243933,0.06641670039209537,0.07239291435584684,0.06987479751333835,
DETECTED_OBJECT,0.06899984993510447,0.047560143910394155,0.07391089569273,0.06298558768451243,0.06304263059525299,0.047560143910394155,0.07391089569273,0.06256716391730259,
OBJECT_LOCATION,0.04597080758320328,0.04600203405564074,0.0459708075832008,0.0750844139726612,0.07438169234550934,0.0459708075832008,0.0750844139726612,0.05835213958515391,
CAMERA,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,
Cost of execution in cloud,3944354.430129127,3952182.0334773003,3958596.0281201345,3927634.038834683,3944056.029459297,3927634.038834683,3958596.0281201345,3944721.803853623,
Total network usage,661665.12,661665.12,661665.12,661665.12,661665.12,661665.12,661665.12,661665.12,
