,1,2,3,4,5,6,7,8,9,10,Min,Max,Avg
Cloud Energy,2668519.4060846567,2672207.4364418,2668835.5471560857,2669398.7042989447,2669680.0007275143,2668941.209656086,2669046.872156087,2668905.518584659,2669011.4632275165,2669257.3507275153,2668519.4060846567,2672207.4364418,2669544.1959656104,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999992,
Router Energy,211386.18511000165,211386.18511000165,211386.18511000165,211386.18511000165,211386.18511000165,211386.18511000165,211386.18511000165,211386.18511000165,211386.18511000165,211386.18511000165,211386.18511000165,211386.18511000165,211386.18511000168,
Mobile Energy,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.7709999999,
Execution time,168.0,181.0,178.0,168.0,178.0,161.0,221.0,202.0,157.0,214.0,157.0,221.0,183.83333333333334,
Delay_1,5.462962962962845,5.462962962962845,5.462962962962845,5.462962962962845,5.462962962962845,5.462962962962845,5.462962962962845,5.462962962962845,5.462962962962845,5.462962962962845,5.462962962962845,5.462962962962845,5.462962962962846,
Delay_2,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999572,
MOTION_VIDEO_STREAM,3.0629629629629562,3.0629629629629562,3.0629629629629562,3.0629629629629562,3.0629629629629562,3.0629629629629562,3.0629629629629562,3.0629629629629562,3.0629629629629562,3.0629629629629562,3.0629629629629562,3.0629629629629562,3.0629629629629562,
DETECTED_OBJECT,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,
OBJECT_LOCATION,1.5814814814814326,1.5814814814814326,1.5814814814814326,1.5814814814814326,1.5814814814814326,1.5814814814814326,1.5814814814814326,1.5814814814814326,1.5814814814814326,1.5814814814814326,1.5814814814814326,1.5814814814814326,1.5814814814814326,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,6407.259259258624,11635.859259258543,6855.459259258469,7653.859259258401,8052.659259258344,7005.259259258482,7155.059259258522,6954.659259258474,7104.859259258485,7453.45925925839,6407.259259258624,11635.859259258543,7860.12592592516,
Total network usage,9751.6,10361.6,10667.6,11381.6,12197.6,10667.6,10769.6,10871.6,10667.6,11585.6,9751.6,12197.6,10905.933333333336,
