,1,2,3,4,5,6,7,8,9,10,Min,Max,Avg
Cloud Energy,2669539.4083791175,2671268.5208791248,2669085.0173076964,2668907.1262362655,2669188.4226648374,2669118.169093408,2669399.7476648367,2672137.944093408,2668978.2262362638,2669611.3548076926,2668907.1262362655,2672137.944093408,2669856.583974361,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999992,
Router Energy,212967.63910999987,212967.63910999987,212967.63910999987,212967.63910999987,212967.63910999987,212967.63910999987,212967.63910999987,212967.63910999987,212967.63910999987,212967.63910999987,212967.63910999987,212967.63910999987,212967.63910999987,
Mobile Energy,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.7709999999,
Execution time,164.0,175.0,167.0,192.0,169.0,190.0,208.0,200.0,196.0,184.0,164.0,208.0,184.75,
Delay_1,5.576923076922991,5.576923076922991,5.576923076922991,5.576923076922991,5.576923076922991,5.576923076922991,5.576923076922991,5.576923076922991,5.576923076922991,5.576923076922991,5.576923076922991,5.576923076922991,5.576923076922992,
Delay_2,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999572,
MOTION_VIDEO_STREAM,3.1769230769230035,3.1769230769230035,3.1769230769230035,3.1769230769230035,3.1769230769230035,3.1769230769230035,3.1769230769230035,3.1769230769230035,3.1769230769230035,3.1769230769230035,3.1769230769230035,3.1769230769230035,3.1769230769230035,
DETECTED_OBJECT,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,
OBJECT_LOCATION,1.63846153846157,1.63846153846157,1.63846153846157,1.63846153846157,1.63846153846157,1.63846153846157,1.63846153846157,1.63846153846157,1.63846153846157,1.63846153846157,1.63846153846157,1.63846153846157,1.63846153846157,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,7853.338461537428,10304.738461537483,7209.138461537752,6956.938461537663,7355.73846153758,7256.138461537642,7655.338461537556,11537.338461537698,7057.738461537721,7955.338461537557,6956.938461537663,11537.338461537698,8303.005128204286,
Total network usage,12507.6,11993.6,9953.6,11075.6,11587.6,11381.6,11585.6,10669.6,10259.6,11587.6,9953.6,12507.6,11255.26666666667,
