,1,2,3,4,5,6,7,8,9,10,Min,Max,Avg
Cloud Energy,2669402.708373787,2669013.210159503,2669225.0994452173,2668909.2405166444,2668802.167302361,2669118.3083737884,2668979.7762309317,2669364.195873789,2669683.4405166446,2669048.054802362,2668802.167302361,2669683.4405166446,2669169.3174511692,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999992,
Router Energy,213382.1950129149,213382.1950129149,213382.1950129149,213382.1950129149,213382.1950129149,213382.1950129149,213382.1950129149,213382.1950129149,213382.1950129149,213382.1950129149,213382.1950129149,213382.1950129149,213382.19501291492,
Mobile Energy,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.7709999999,
Execution time,171.0,166.0,168.0,168.0,177.0,163.0,181.0,171.0,168.0,200.0,163.0,200.0,174.66666666666666,
Delay_1,5.606796116504699,5.606796116504699,5.606796116504699,5.606796116504699,5.606796116504699,5.606796116504699,5.606796116504699,5.606796116504699,5.606796116504699,5.606796116504699,5.606796116504699,5.606796116504699,5.606796116504698,
Delay_2,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999572,
MOTION_VIDEO_STREAM,3.2067961165048473,3.2067961165048473,3.2067961165048473,3.2067961165048473,3.2067961165048473,3.2067961165048473,3.2067961165048473,3.2067961165048473,3.2067961165048473,3.2067961165048473,3.2067961165048473,3.2067961165048473,3.2067961165048473,
DETECTED_OBJECT,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,
OBJECT_LOCATION,1.6533980582523782,1.6533980582523782,1.6533980582523782,1.6533980582523782,1.6533980582523782,1.6533980582523782,1.6533980582523782,1.6533980582523782,1.6533980582523782,1.6533980582523782,1.6533980582523782,1.6533980582523782,1.6533980582523782,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,7659.535922329376,7107.335922329286,7407.735922329297,6959.935922329412,6808.135922329372,7256.335922329242,7059.935922329412,7604.93592232916,8057.535922329298,7156.73592232924,6808.135922329372,8057.535922329298,7328.652588995981,
Total network usage,9851.6,11177.6,11279.6,9647.6,10567.6,11381.6,9955.6,12197.6,10565.6,11483.6,9647.6,12197.6,10829.433333333336,
