,1,2,3,4,5,Min,Max,Avg
Cloud Energy,13339111.772704035,13337779.141454048,13337475.061989754,13334153.958418341,13334615.332525464,13334153.958418341,13339111.772704035,13336628.714030575,
Proxy Energy,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999988,
Router Energy,1048958.374600002,1048958.374600002,1048958.374600002,1048958.374600002,1048958.374600002,1048958.374600002,1048958.374600002,1048958.3746000023,
Mobile Energy,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.3710000421,
Execution time,484.0,499.0,468.0,485.0,507.0,468.0,507.0,488.2857142857143,
Delay_1,5.357142857143817,5.357142857143817,5.357142857143817,5.357142857143817,5.357142857143817,5.357142857143817,5.357142857143817,5.357142857143818,
Delay_2,3.110000000000363,3.110000000000363,3.110000000000363,3.110000000000363,3.110000000000363,3.110000000000363,3.110000000000363,3.1100000000003627,
MOTION_VIDEO_STREAM,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,
DETECTED_OBJECT,0.1055803571434808,0.1055803571434808,0.1055803571434808,0.1055803571434808,0.1055803571434808,0.1055803571434808,0.1055803571434808,0.1055803571434808,
OBJECT_LOCATION,1.5285714285710128,1.5285714285710128,1.5285714285710128,1.5285714285710128,1.5285714285710128,1.5285714285710128,1.5285714285710128,1.5285714285710128,
CAMERA,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,
Cost of execution in cloud,54190.34285716078,50411.742857151956,49549.542857155604,40132.74285715803,41440.94285715439,40132.74285715803,54190.34285716078,47149.77142858565,
Total network usage,12349.92,11513.52,11350.32,11166.72,11493.12,11166.72,12349.92,11627.177142857143,
