,1,2,3,4,5,Min,Max,Avg
Cloud Energy,15319059.31957655,15320119.050982198,15321544.152191183,15322210.575982232,15321424.524092427,15319059.31957655,15322210.575982232,15320803.931197623,
Proxy Energy,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999988,
Router Energy,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999988,
Mobile Energy,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.3710000421,
Execution time,2852.0,2970.0,2904.0,3048.0,2952.0,2852.0,3048.0,2946.5714285714284,
Delay_1,1183.2042138877669,1183.2042835864806,1183.204430908211,1183.2044440766658,1183.2262069479623,1183.2042138877669,1183.2262069479623,1183.2105714632594,
Delay_2,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.1300000000007,
MOTION_VIDEO_STREAM,0.10283248127806988,0.10851955765502305,0.11808755615983403,0.11948265334957532,0.08855972641514888,0.08855972641514888,0.11948265334957532,0.10650347923176791,
DETECTED_OBJECT,0.09021998262121345,0.03991914879337173,0.03418974826165058,0.053308216769813274,0.07299787238392318,0.03418974826165058,0.09021998262121345,0.0592920999589766,
OBJECT_LOCATION,0.05929129464244923,0.10626585824080617,0.13392876919423283,0.12265624345397266,0.09930354527115726,0.05929129464244923,0.13392876919423283,0.10209511066275716,
CAMERA,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,
Cost of execution in cloud,5668218.83012386,5671223.63815983,5675264.431462358,5677154.038159786,5674925.232801716,5668218.83012386,5677154.038159786,5673165.576998742,
Total network usage,1044815.16,1044815.16,1044815.16,1044815.16,1044815.16,1044815.16,1044815.16,1044815.16,
