,1,2,3,4,5,Min,Max,Avg
Cloud Energy,80095162.1454018,80089508.42575905,80099411.35790215,80092634.70968764,80096181.10432997,80089508.42575905,80099411.35790215,80094545.36096312,
Proxy Energy,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,
Router Energy,6292964.774602732,6292964.774602732,6292964.774602732,6292964.774602732,6292964.774602732,6292964.774602732,6292964.774602732,6292964.774602733,
Mobile Energy,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,
Execution time,2737.0,2726.0,2927.0,2827.0,2845.0,2726.0,2927.0,2816.4285714285716,
Delay_1,5.357142857147837,5.357142857147837,5.357142857147837,5.357142857147837,5.357142857147837,5.357142857147837,5.357142857147837,5.357142857147836,
Delay_2,3.1099999999995496,3.1099999999995496,3.1099999999995496,3.1099999999995496,3.1099999999995496,3.1099999999995496,3.1099999999995496,3.109999999999549,
MOTION_VIDEO_STREAM,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,2.957142857143481,
DETECTED_OBJECT,0.11116071428841678,0.11116071428841678,0.11116071428841678,0.11116071428841678,0.11116071428841678,0.11116071428841678,0.11116071428841678,0.11116071428841678,
OBJECT_LOCATION,1.5285714285710128,1.5285714285710128,1.5285714285710128,1.5285714285710128,1.5285714285710128,1.5285714285710128,1.5285714285710128,1.5285714285710128,
CAMERA,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,
Cost of execution in cloud,248331.14285951923,240315.74285946097,254355.34285952378,244747.9428594514,249775.74285959225,240315.74285946097,254355.34285952378,247456.71428807607,
Total network usage,22852.506666666668,22590.706666666665,22968.106666666667,22917.106666666667,22974.97333333333,22590.706666666665,22974.97333333333,22838.44,
