,1,2,3,4,5,Min,Max,Avg
Cloud Energy,90925491.66815487,90926962.45336221,90931088.28315456,90929683.169686,90915526.12202422,90915526.12202422,90931088.28315456,90925052.30022296,
Proxy Energy,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,
Router Energy,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,5005998.000000033,
Mobile Energy,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,5077884.371002884,
Execution time,8783.0,8762.0,9197.0,9671.0,10304.0,8762.0,10304.0,9397.57142857143,
Delay_1,106.44284898240649,106.44285254440581,106.44284708977303,106.44284683262062,106.44284835794319,106.44284683262062,106.44285254440581,106.44284902631078,
Delay_2,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,105.13000000000056,
MOTION_VIDEO_STREAM,0.12264607789007459,0.12264614749266106,0.13066735081764863,0.130681792171583,0.12264607789007924,0.12264607789007459,0.130681792171583,0.1260879023319577,
DETECTED_OBJECT,0.13177996316722582,0.1765256202295517,0.1730953758857001,0.16693325858508273,0.1109850232172365,0.1109850232172365,0.1765256202295517,0.14954712636165501,
OBJECT_LOCATION,0.10355006593744658,0.10354996442159717,0.1341041561647482,0.12855006610867414,0.10355551560891557,0.10354996442159717,0.1341041561647482,0.11585198411824672,
CAMERA,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,2.099999999998545,
Cost of execution in cloud,15602722.36475015,15604807.52858831,15610656.80626909,15608664.746669639,15588593.995554294,15588593.995554294,15610656.80626909,15602099.463379268,
Total network usage,665059.1866666666,665059.1866666666,665059.1866666666,665059.1866666666,665059.1866666666,665059.1866666666,665059.1866666666,665059.1866666666,
