,1,Min,Max,Avg
Cloud Energy,2668250.2000000016,2668250.2000000016,2668250.2000000016,2668250.2000000016,
App_Cloud Energy,291485.0585714276,291485.0585714276,291485.0585714276,291485.0585714276,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
App_Proxy Energy,0.0,0.0,0.0,0.0,
Router Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
App_Router Energy,0.0,0.0,0.0,0.0,
Mobile Energy,173386.40800000148,173386.40800000148,173386.40800000148,173386.40800000148,
App_Mobile Energy,146280.1359999988,146280.1359999988,146280.1359999988,146280.1359999988,
Execution time,156.0,156.0,156.0,156.0,
Delay_1,4.299999999999886,4.299999999999886,4.299999999999886,4.299999999999886,
Delay_2,1.0999999999999661,1.0999999999999661,1.0999999999999661,1.0999999999999661,
MOTION_VIDEO_STREAM,4.099999999999909,4.099999999999909,4.099999999999909,4.099999999999909,
DETECTED_OBJECT,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,
OBJECT_LOCATION,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,6025.599999999593,6025.599999999593,6025.599999999593,6025.599999999594,
Total network usage,3952.0,3952.0,3952.0,3952.0,
Total network Energy,14735.36639999999,14735.36639999999,14735.36639999999,14735.36639999999,
Total networking Time,9.119999999999983,9.119999999999983,9.119999999999983,9.119999999999983,
cloud South Link Total Energy,200000.0,200000.0,200000.0,200000.0,
cloud Active Energy of South Link,0.0,0.0,0.0,0.0,
Proxy North Link Total Energy,200075.99999999994,200075.99999999994,200075.99999999994,200075.9999999999,
Proxy Active Energy of North Link,151.99999999987597,151.99999999987597,151.99999999987597,151.99999999987597,
Proxy South Link Total Energy,200000.0,200000.0,200000.0,200000.0,
Proxy Active Energy of South Link,0.0,0.0,0.0,0.0,
Router North Link Total Energy,200075.99999999994,200075.99999999994,200075.99999999994,200075.9999999999,
Router Active nergy of North Link,151.99999999987597,151.99999999987597,151.99999999987597,151.99999999987597,
Router South Link Total Energy,1640.0,1640.0,1640.0,1640.0,
Router Active Energy of South Link,0.0,0.0,0.0,0.0,
Mobile North Link Total Energy,1640.0,1640.0,1640.0,1640.0,
Mobile Active Energy of North Link,0.0,0.0,0.0,0.0,
