,1,Min,Max,Avg
Cloud Energy,2669181.090051023,2669181.090051023,2669181.090051023,2669181.090051023,
App_Cloud Energy,263072.10755101836,263072.10755101836,263072.10755101836,263072.10755101836,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
App_Proxy Energy,0.0,0.0,0.0,0.0,
Router Energy,209917.35060000105,209917.35060000105,209917.35060000105,209917.35060000105,
App_Router Energy,193302.20485714206,193302.20485714206,193302.20485714206,193302.20485714206,
Mobile Energy,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,
App_Mobile Energy,78068.00699999923,78068.00699999923,78068.00699999923,78068.00699999923,
Execution time,186.0,186.0,186.0,186.0,
Delay_1,5.3571428571429625,5.3571428571429625,5.3571428571429625,5.357142857142963,
Delay_2,3.1009999999999454,3.1009999999999454,3.1009999999999454,3.1009999999999454,
MOTION_VIDEO_STREAM,2.9571428571427987,2.9571428571427987,2.9571428571427987,2.9571428571427987,
DETECTED_OBJECT,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,
OBJECT_LOCATION,1.5285714285714675,1.5285714285714675,1.5285714285714675,1.5285714285714675,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,7345.3428571420445,7345.3428571420445,7345.3428571420445,7345.3428571420445,
Total network usage,10973.6,10973.6,10973.6,10973.6,
Total network Energy,42528.364320000896,42528.364320000896,42528.364320000896,42528.364320000896,
Total networking Time,314.3559999999908,314.3559999999908,314.3559999999908,314.3559999999908,
cloud South Link Total Energy,200000.0,200000.0,200000.0,200000.0,
cloud Active Energy of South Link,0.0,0.0,0.0,0.0,
Proxy North Link Total Energy,200153.99999999988,200153.99999999988,200153.99999999988,200153.99999999988,
Proxy Active Energy of North Link,307.999999999754,307.999999999754,307.999999999754,307.999999999754,
Proxy South Link Total Energy,200000.0,200000.0,200000.0,200000.0,
Proxy Active Energy of South Link,0.0,0.0,0.0,0.0,
Router North Link Total Energy,200153.99999999988,200153.99999999988,200153.99999999988,200153.99999999988,
Router Active nergy of North Link,307.999999999754,307.999999999754,307.999999999754,307.999999999754,
Router South Link Total Energy,1640.3723999999922,1640.3723999999922,1640.3723999999922,1640.3723999999922,
Router Active Energy of South Link,0.4347199999910208,0.4347199999910208,0.4347199999910208,0.4347199999910208,
Mobile North Link Total Energy,2021.2200000000623,2021.2200000000623,2021.2200000000623,2021.2200000000623,
Mobile Active Energy of North Link,445.0160000000727,445.0160000000727,445.0160000000727,445.01600000007267,
