,1,Min,Max,Avg
Cloud Energy,2722761.6107142037,2722761.6107142037,2722761.6107142037,2722761.6107142037,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Router Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Mobile Energy,172104.74599999972,172104.74599999972,172104.74599999972,172104.74599999972,
Execution time,152.0,152.0,152.0,152.0,
Delay_1,104.94457003029432,104.94457003029432,104.94457003029432,104.94457003029432,
Delay_2,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,
MOTION_VIDEO_STREAM,0.14464285714279868,0.14464285714279868,0.14464285714279868,0.14464285714279868,
DETECTED_OBJECT,0.14464285714279868,0.14464285714279868,0.14464285714279868,0.14464285714279868,
OBJECT_LOCATION,0.1223227909646474,0.1223227909646474,0.1223227909646474,0.12232279096464742,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,83307.6000000031,83307.6000000031,83307.6000000031,83307.6000000031,
Total network usage,67390.6,67390.6,67390.6,67390.6,
