,1,2,3,4,5,Min,Max,Avg
Cloud Energy,2674734.225765309,2674734.225765309,2674734.225765309,2674734.225765309,2674734.225765309,2674734.225765309,2674734.225765309,2674734.225765309,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Router Energy,209917.35060000105,209917.35060000105,209917.35060000105,209917.35060000105,209917.35060000105,209917.35060000105,209917.35060000105,209917.350600001,
Mobile Energy,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,
Execution time,252.0,280.0,260.0,274.0,258.0,252.0,280.0,265.14285714285717,
Delay_1,5.357142857143021,5.357142857143021,5.357142857143021,5.357142857143021,5.357142857143021,5.357142857143021,5.357142857143021,5.357142857143022,
Delay_2,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999572,
MOTION_VIDEO_STREAM,2.9571428571427987,2.9571428571427987,2.9571428571427987,2.9571428571427987,2.9571428571427987,2.9571428571427987,2.9571428571427987,2.9571428571427987,
DETECTED_OBJECT,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,
OBJECT_LOCATION,1.5285714285714675,1.5285714285714675,1.5285714285714675,1.5285714285714675,1.5285714285714675,1.5285714285714675,1.5285714285714675,1.5285714285714675,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,15218.142857141245,15218.142857141245,15218.142857141245,15218.142857141245,15218.142857141245,15218.142857141245,15218.142857141245,15218.142857141243,
Total network usage,21949.2,21949.2,21949.2,21949.2,21949.2,21949.2,21949.2,21949.200000000004,
