,1,2,3,4,5,Min,Max,Avg
Cloud Energy,2669186.168622451,2669186.168622451,2669186.168622451,2669186.168622451,2669186.168622451,2669186.168622451,2669186.168622451,2669186.1686224514,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Router Energy,209917.35060000105,209917.35060000105,209917.35060000105,209917.35060000105,209917.35060000105,209917.35060000105,209917.35060000105,209917.350600001,
Mobile Energy,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,
Execution time,168.0,200.0,177.0,181.0,215.0,168.0,215.0,189.14285714285714,
Delay_1,5.3571428571429625,5.3571428571429625,5.3571428571429625,5.3571428571429625,5.3571428571429625,5.3571428571429625,5.3571428571429625,5.357142857142962,
Delay_2,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999577,3.1099999999999572,
MOTION_VIDEO_STREAM,2.9571428571427987,2.9571428571427987,2.9571428571427987,2.9571428571427987,2.9571428571427987,2.9571428571427987,2.9571428571427987,2.9571428571427987,
DETECTED_OBJECT,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,0.1111607142856883,
OBJECT_LOCATION,1.5285714285714675,1.5285714285714675,1.5285714285714675,1.5285714285714675,1.5285714285714675,1.5285714285714675,1.5285714285714675,1.5285714285714675,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,7352.542857142045,7352.542857142045,7352.542857142045,7352.542857142045,7352.542857142045,7352.542857142045,7352.542857142045,7352.542857142047,
Total network usage,10973.6,10973.6,10973.6,10973.6,10973.6,10973.6,10973.6,10973.600000000002,
