,1,2,3,4,5,Min,Max,Avg
Cloud Energy,3254072.442857203,3254072.442857203,3254072.442857203,3254072.442857203,3254072.442857203,3254072.442857203,3254072.442857203,3254072.4428572026,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Router Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Mobile Energy,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,
Execution time,905.0,928.0,940.0,972.0,993.0,905.0,993.0,948.0,
Delay_1,308.27702892925856,308.27702892925856,308.27702892925856,308.27702892925856,308.27702892925856,308.27702892925856,308.27702892925856,308.2770289292585,
Delay_2,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999997,
MOTION_VIDEO_STREAM,0.13333333333328787,0.13333333333328787,0.13333333333328787,0.13333333333328787,0.13333333333328787,0.13333333333328787,0.13333333333328787,0.13333333333328787,
DETECTED_OBJECT,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,
OBJECT_LOCATION,0.13333333333336364,0.13333333333336364,0.13333333333336364,0.13333333333336364,0.13333333333336364,0.13333333333336364,0.13333333333336364,0.13333333333336364,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,418279.1999999478,418279.1999999478,418279.1999999478,418279.1999999478,418279.1999999478,418279.1999999478,418279.1999999478,418279.19999994774,
Total network usage,1018587.8,1018587.8,1018587.8,1018587.8,1018587.8,1018587.8,1018587.8,1018587.7999999999,
