,1,2,3,4,5,Min,Max,Avg
Cloud Energy,16442304.585715987,16442223.328572936,16442297.814287277,16442331.671430241,16442324.900001688,16442223.328572936,16442331.671430241,16442291.04285876,
Proxy Energy,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999988,
Router Energy,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999988,
Mobile Energy,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.3710000421,
Execution time,3452.0,3465.0,3481.0,3502.0,3696.0,3452.0,3696.0,3534.8571428571427,
Delay_1,1183.9996774352658,1183.9847194891001,1183.9898436981873,1183.9693433421069,1184.004665104972,1183.9693433421069,1184.004665104972,1183.9888939309587,
Delay_2,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.1300000000007,
MOTION_VIDEO_STREAM,0.8000000000029104,0.924779223495133,0.8000000000029104,0.9247619047654931,0.8000037789552736,0.8000000000029104,0.924779223495133,0.8534748758171091,
DETECTED_OBJECT,0.1000010054739438,0.19838584130673326,0.10000000000078565,0.1323905085601611,0.1860303785689754,0.10000000000078565,0.19838584130673326,0.14502765360258832,
OBJECT_LOCATION,0.15000002384240366,0.13115789866931654,0.10000305175817631,0.1311904761908703,0.10004079188967091,0.10000305175817631,0.15000002384240366,0.12319933113585967,
CAMERA,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,
Cost of execution in cloud,2213279.200000333,2213221.600000286,2213274.4000003636,2213298.400000555,2213293.600000253,2213221.600000286,2213298.400000555,2213269.6000003763,
Total network usage,1044811.24,1044811.24,1044811.24,1044811.24,1044811.24,1044811.24,1044811.24,1044811.2400000001,
