,1,2,3,4,5,Min,Max,Avg
Cloud Energy,15680477.87886394,15691646.187709693,15683953.799504125,15702189.896513425,15672644.483473403,15672644.483473403,15702189.896513425,15686535.23229306,
Proxy Energy,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999988,
Router Energy,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999987,834332.9999999988,
Mobile Energy,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.371000042,846449.3710000421,
Execution time,1832.0,1819.0,1854.0,1797.0,1842.0,1797.0,1854.0,1827.857142857143,
Delay_1,106.50156424355704,106.50304291417343,106.50182918745503,106.50630755118031,106.49968778358046,106.49968778358046,106.50630755118031,106.50263243067243,
Delay_2,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.13000000000072,105.1300000000007,
MOTION_VIDEO_STREAM,0.16530738872909503,0.3992403076482004,0.14135153110440954,0.14061652810214942,0.1653295403771748,0.14061652810214942,0.3992403076482004,0.22167173310162555,
DETECTED_OBJECT,0.1586195919356061,0.12316690696802769,0.11145456365586973,0.1147171340785061,0.149162812687819,0.11145456365586973,0.1586195919356061,0.13245645213104348,
OBJECT_LOCATION,0.15242179964145858,0.10105113570362026,0.13336755028646122,0.14117733703784985,0.15254329747527037,0.10105113570362026,0.15254329747527037,0.13345079333193585,
CAMERA,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,2.100000000000364,
Cost of execution in cloud,1673250.1419783132,1681166.9178689767,1675714.0857232497,1688640.9392994875,1667697.3553723479,1667697.3553723479,1688640.9392994875,1677543.9621306013,
Total network usage,661667.08,661667.08,661667.08,661667.08,661667.08,661667.08,661667.08,661667.08,
