,1,Min,Max,Avg
Cloud Energy,2722775.717857061,2722775.717857061,2722775.717857061,2722775.717857061,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Router Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Mobile Energy,172091.0029999997,172091.0029999997,172091.0029999997,172091.0029999997,
Execution time,168.0,168.0,168.0,168.0,
Delay_1,104.9446428571412,104.9446428571412,104.9446428571412,104.9446428571412,
Delay_2,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,
MOTION_VIDEO_STREAM,0.14464285714279868,0.14464285714279868,0.14464285714279868,0.14464285714279868,
DETECTED_OBJECT,0.14464285714279868,0.14464285714279868,0.14464285714279868,0.14464285714279868,
OBJECT_LOCATION,0.1223227909646474,0.1223227909646474,0.1223227909646474,0.12232279096464742,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,83327.6000000031,83327.6000000031,83327.6000000031,83327.6000000031,
Total network usage,67390.6,67390.6,67390.6,67390.6,
