,1,2,3,4,5,6,7,8,9,10,Min,Max,Avg
Cloud Energy,808246041.1279649,808243386.5022559,808237994.3008151,808244885.9222547,808242005.5258315,808241704.8179572,808253529.8765347,808244259.2265322,808245043.4708327,808239621.587974,808237994.3008151,808253529.8765347,808244166.3780252,
Proxy Energy,50059979.999993004,50059979.999993004,50059979.999993004,50059979.999993004,50059979.999993004,50059979.999993004,50059979.999993004,50059979.999993004,50059979.999993004,50059979.999993004,50059979.999993004,50059979.999993004,50059979.999993004,
Router Energy,58600635.567200795,58600635.567200795,58600635.567200795,58600635.567200795,58600635.567200795,58600635.567200795,58600635.567200795,58600635.567200795,58600635.567200795,58600635.567200795,58600635.567200795,58600635.567200795,58600635.56720079,
Mobile Energy,50777382.37124143,50777382.37124143,50777382.37124143,50777382.37124143,50777382.37124143,50777382.37124143,50777382.37124143,50777382.37124143,50777382.37124143,50777382.37124143,50777382.37124143,50777382.37124143,50777382.37124144,
Execution time,13317.0,13519.0,14853.0,15206.0,15302.0,15195.0,15281.0,15268.0,15496.0,15359.0,13317.0,15496.0,14800.75,
Delay_1,107.43953795320618,107.43923576593627,107.43920254846945,107.43963275010829,107.43943379956492,107.43994764920477,107.44051588880407,107.43971385574473,107.44052437030383,107.43930117975948,107.43920254846945,107.44052437030383,107.43973105665627,
Delay_2,105.13000000000906,105.13000000000906,105.13000000000906,105.13000000000906,105.13000000000906,105.13000000000906,105.13000000000906,105.13000000000906,105.13000000000906,105.13000000000906,105.13000000000906,105.13000000000906,105.13000000000905,
MOTION_VIDEO_STREAM,2.957142857136205,2.957142857136205,2.957142857136205,2.957142857136205,2.957142857136205,2.957142857136205,2.957142857136205,2.957142857136205,2.957142857136205,2.957142857136205,2.957142857136205,2.957142857136205,2.957142857136205,
DETECTED_OBJECT,0.09646870073541279,0.07857233565089501,0.07660792589458564,0.09292035861690164,0.16218863013235224,0.18446570161502573,0.07399446731005363,0.1041478395891971,0.10100253985446464,0.1449529588398814,0.07399446731005363,0.18446570161502573,0.1144818022636541,
OBJECT_LOCATION,0.1601569940169735,0.19661903607681208,0.1965101789004424,0.19661904763584476,0.19661904763303373,0.19657114470393777,0.1966186784276552,0.19651906920146708,0.19661904750002396,0.19586108888480203,0.1601569940169735,0.19661904763584476,0.1904574478861509,
CAMERA,2.099999999976717,2.099999999976717,2.099999999976717,2.099999999976717,2.099999999976717,2.099999999976717,2.099999999976717,2.099999999976717,2.099999999976717,2.099999999976717,2.099999999976717,2.099999999976717,2.099999999976717,
Cost of execution in cloud,12824767.16713139,12821003.64713255,12813359.007132785,12823129.407132924,12819045.807133451,12818619.48713185,12835384.127134126,12822240.927134356,12823352.767133456,12815666.047134463,12813359.007132785,12835384.127134126,12822109.293799855,
Total network usage,19633.224,19585.964,19545.844,19624.724,19593.444,19647.844,19745.084,19626.084,19719.244,19570.664,19545.844,19745.084,19631.92066666667,
