,1,2,3,4,5,Min,Max,Avg
Cloud Energy,3227829.418357577,3227829.418357577,3227829.418357577,3227829.418357577,3227829.418357577,3227829.418357577,3227829.418357577,3227829.418357577,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Router Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Mobile Energy,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,
Execution time,997.0,1173.0,999.0,1051.0,1040.0,997.0,1173.0,1061.4285714285713,
Delay_1,308.2713337302341,308.2713337302341,308.2713337302341,308.2713337302341,308.2713337302341,308.2713337302341,308.2713337302341,308.2713337302342,
Delay_2,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999997,
MOTION_VIDEO_STREAM,0.13333333333328787,0.13333333333328787,0.13333333333328787,0.13333333333328787,0.13333333333328787,0.13333333333328787,0.13333333333328787,0.13333333333328787,
DETECTED_OBJECT,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,0.09999999999990905,
OBJECT_LOCATION,0.13333333333336364,0.13333333333336364,0.13333333333336364,0.13333333333336364,0.13333333333336364,0.13333333333336364,0.13333333333336364,0.13333333333336364,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,713708.1245031586,713708.1245031586,713708.1245031586,713708.1245031586,713708.1245031586,713708.1245031586,713708.1245031586,713708.1245031587,
Total network usage,1018587.8,1018587.8,1018587.8,1018587.8,1018587.8,1018587.8,1018587.8,1018587.7999999999,
