,1,Min,Max,Avg
Cloud Energy,2899361.8785714107,2899361.8785714107,2899361.8785714107,2899361.878571411,
Proxy Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Router Energy,166866.59999999995,166866.59999999995,166866.59999999995,166866.59999999995,
Mobile Energy,169419.77099999986,169419.77099999986,169419.77099999986,169419.77099999986,
Execution time,165.0,165.0,165.0,165.0,
Delay_1,105.01344623447217,105.01344623447217,105.01344623447217,105.01344623447217,
Delay_2,105.12999999999995,105.12999999999995,105.12999999999995,105.12999999999995,
MOTION_VIDEO_STREAM,0.12278851230064215,0.12278851230064215,0.12278851230064215,0.12278851230064215,
DETECTED_OBJECT,0.14464285714279868,0.14464285714279868,0.14464285714279868,0.14464285714279868,
OBJECT_LOCATION,1.3279888896836272,1.3279888896836272,1.3279888896836272,1.3279888896836272,
CAMERA,2.099999999999909,2.099999999999909,2.099999999999909,2.099999999999909,
Cost of execution in cloud,333677.60000000434,333677.60000000434,333677.60000000434,333677.60000000434,
Total network usage,80810.2,80810.2,80810.2,80810.2,
